order_id,order_date,customer_id,product_id,product_name,category,qty,price,revenue,city
10775,2025-03-03,C2088,P1005,Product 6,Electronics,2,70.9,141.8,San Diego
10775,2025-03-03,C2088,P1008,Product 9,Home,1,96.25,96.25,San Diego
10775,2025-03-03,C2088,P1015,Product 16,Apparel,2,175.11,350.22,San Diego
10775,2025-03-03,C2088,P1011,Product 12,Apparel,2,20.48,40.96,San Diego
11331,2025-03-03,C2173,P1005,Product 6,Electronics,1,65.88,65.88,Phoenix
11331,2025-03-03,C2173,P1018,Product 19,Home,3,89.42,268.26,Phoenix
11331,2025-03-03,C2173,P1017,Product 18,Electronics,1,192.2,192.2,Phoenix
10435,2025-03-04,C2048,P1021,Product 22,Sports,3,179.33,537.99,San Antonio
10573,2025-03-04,C2060,P1025,Product 26,Beauty,1,22.77,22.77,Houston
10573,2025-03-04,C2060,P1009,Product 10,Beauty,3,156.15,468.45,Houston
10573,2025-03-04,C2060,P1006,Product 7,Home,2,94.42,188.84,Houston
10243,2025-03-05,C2025,P1010,Product 11,Home,1,140.29,140.29,San Antonio
10243,2025-03-05,C2025,P1029,Product 30,Home,4,226.36,905.44,San Antonio
10243,2025-03-05,C2025,P1023,Product 24,Beauty,2,46.67,93.34,San Antonio
10373,2025-03-07,C2038,P1015,Product 16,Apparel,1,176.73,176.73,San Antonio
10373,2025-03-07,C2038,P1020,Product 21,Beauty,1,253.62,253.62,San Antonio
10373,2025-03-07,C2038,P1009,Product 10,Beauty,3,130.52,391.56,San Antonio
10803,2025-03-07,C2091,P1003,Product 4,Sports,1,61.94,61.94,San Antonio
10803,2025-03-07,C2091,P1022,Product 23,Beauty,4,216.6,866.4,San Antonio
11319,2025-03-08,C2172,P1005,Product 6,Electronics,2,71.75,143.5,Phoenix
10586,2025-03-09,C2061,P1000,Product 1,Electronics,1,157.57,157.57,San Diego
10586,2025-03-09,C2061,P1009,Product 10,Beauty,1,151.7,151.7,San Diego
10586,2025-03-09,C2061,P1021,Product 22,Sports,1,186.04,186.04,San Diego
10794,2025-03-09,C2090,P1013,Product 14,Apparel,1,200.62,200.62,Houston
10794,2025-03-09,C2090,P1012,Product 13,Electronics,4,227.04,908.16,Houston
11075,2025-03-09,C2124,P1010,Product 11,Home,1,148.55,148.55,Chicago
11075,2025-03-09,C2124,P1013,Product 14,Apparel,3,211.89,635.67,Chicago
11336,2025-03-09,C2173,P1020,Product 21,Beauty,2,236.56,473.12,Phoenix
11461,2025-03-09,C2188,P1001,Product 2,Electronics,1,45.55,45.55,LA
10377,2025-03-10,C2038,P1007,Product 8,Electronics,2,97.66,195.32,San Antonio
10377,2025-03-10,C2038,P1010,Product 11,Home,2,137.14,274.28,San Antonio
10377,2025-03-10,C2038,P1017,Product 18,Electronics,1,179.43,179.43,San Antonio
10377,2025-03-10,C2038,P1025,Product 26,Beauty,4,23.78,95.12,San Antonio
10382,2025-03-14,C2038,P1027,Product 28,Sports,1,160.91,160.91,San Antonio
10382,2025-03-14,C2038,P1001,Product 2,Electronics,1,42.66,42.66,San Antonio
10819,2025-03-15,C2091,P1022,Product 23,Beauty,4,208.91,835.64,San Antonio
10819,2025-03-15,C2091,P1024,Product 25,Apparel,2,37.27,74.54,San Antonio
10174,2025-03-16,C2020,P1011,Product 12,Apparel,1,19.15,19.15,Philadelphia
10174,2025-03-16,C2020,P1022,Product 23,Beauty,1,230.33,230.33,Philadelphia
11284,2025-03-16,C2165,P1019,Product 20,Home,3,135.49,406.47,NYC
11160,2025-03-17,C2148,P1010,Product 11,Home,5,161.6,808.0,Philadelphia
11160,2025-03-17,C2148,P1019,Product 20,Home,1,152.94,152.94,Philadelphia
11160,2025-03-17,C2148,P1029,Product 30,Home,1,204.53,204.53,Philadelphia
11160,2025-03-17,C2148,P1024,Product 25,Apparel,1,32.79,32.79,Philadelphia
10404,2025-03-19,C2042,P1020,Product 21,Beauty,3,232.95,698.85,NYC
10404,2025-03-19,C2042,P1000,Product 1,Electronics,1,180.52,180.52,NYC
10404,2025-03-19,C2042,P1002,Product 3,Beauty,4,26.7,106.8,NYC
10404,2025-03-19,C2042,P1012,Product 13,Electronics,1,241.04,241.04,NYC
10428,2025-03-19,C2048,P1027,Product 28,Sports,3,200.91,602.73,San Antonio
10428,2025-03-19,C2048,P1001,Product 2,Electronics,1,36.12,36.12,San Antonio
10146,2025-03-21,C2018,P1022,Product 23,Beauty,3,197.07,591.21,NYC
10928,2025-03-21,C2103,P1022,Product 23,Beauty,1,221.45,221.45,Philadelphia
10928,2025-03-21,C2103,P1023,Product 24,Beauty,2,44.97,89.94,Philadelphia
10928,2025-03-21,C2103,P1026,Product 27,Sports,1,69.39,69.39,Philadelphia
10928,2025-03-21,C2103,P1011,Product 12,Apparel,3,19.11,57.33,Philadelphia
11334,2025-03-21,C2173,P1008,Product 9,Home,1,104.32,104.32,Phoenix
11334,2025-03-21,C2173,P1020,Product 21,Beauty,1,238.53,238.53,Phoenix
11334,2025-03-21,C2173,P1019,Product 20,Home,6,131.5,789.0,Phoenix
11334,2025-03-21,C2173,P1015,Product 16,Apparel,1,210.3,210.3,Phoenix
10979,2025-03-23,C2109,P1022,Product 23,Beauty,1,202.43,202.43,Austin
10979,2025-03-23,C2109,P1002,Product 3,Beauty,3,26.4,79.2,Austin
10979,2025-03-23,C2109,P1012,Product 13,Electronics,1,185.26,185.26,Austin
10979,2025-03-23,C2109,P1004,Product 5,Sports,1,171.53,171.53,Austin
11116,2025-03-23,C2138,P1017,Product 18,Electronics,3,166.37,499.11,Phoenix
11116,2025-03-23,C2138,P1004,Product 5,Sports,1,152.64,152.64,Phoenix
11332,2025-03-23,C2173,P1023,Product 24,Beauty,5,38.23,191.15,Phoenix
11332,2025-03-23,C2173,P1026,Product 27,Sports,4,76.59,306.36,Phoenix
10203,2025-03-24,C2021,P1007,Product 8,Electronics,1,88.7,88.7,Phoenix
10825,2025-03-24,C2092,P1003,Product 4,Sports,6,57.66,345.96,Phoenix
10825,2025-03-24,C2092,P1008,Product 9,Home,1,86.32,86.32,Phoenix
10825,2025-03-24,C2092,P1014,Product 15,Electronics,3,78.58,235.74,Phoenix
10825,2025-03-24,C2092,P1001,Product 2,Electronics,3,45.4,136.2,Phoenix
10124,2025-03-25,C2016,P1021,Product 22,Sports,1,182.41,182.41,LA
10124,2025-03-25,C2016,P1025,Product 26,Beauty,1,23.92,23.92,LA
10124,2025-03-25,C2016,P1009,Product 10,Beauty,2,146.05,292.1,LA
10124,2025-03-25,C2016,P1023,Product 24,Beauty,1,46.89,46.89,LA
10826,2025-03-25,C2092,P1006,Product 7,Home,1,125.24,125.24,Phoenix
10182,2025-03-26,C2020,P1007,Product 8,Electronics,2,98.28,196.56,Philadelphia
10182,2025-03-26,C2020,P1004,Product 5,Sports,4,164.75,659.0,Philadelphia
11049,2025-03-26,C2120,P1011,Product 12,Apparel,4,19.49,77.96,Houston
11049,2025-03-26,C2120,P1015,Product 16,Apparel,1,203.26,203.26,Houston
11217,2025-03-26,C2157,P1000,Product 1,Electronics,2,149.79,299.58,San Antonio
11217,2025-03-26,C2157,P1021,Product 22,Sports,1,216.3,216.3,San Antonio
11217,2025-03-26,C2157,P1008,Product 9,Home,4,100.42,401.68,San Antonio
11041,2025-03-27,C2120,P1014,Product 15,Electronics,2,79.75,159.5,Houston
10580,2025-03-28,C2061,P1018,Product 19,Home,2,78.27,156.54,San Diego
10569,2025-03-30,C2059,P1020,Product 21,Beauty,2,230.76,461.52,Chicago
10198,2025-03-31,C2021,P1002,Product 3,Beauty,5,25.69,128.45,Phoenix
10198,2025-03-31,C2021,P1029,Product 30,Home,1,225.16,225.16,Phoenix
10001,2025-04-02,C2000,P1003,Product 4,Sports,2,58.35,116.7,Phoenix
10001,2025-04-02,C2000,P1023,Product 24,Beauty,3,44.27,132.81,Phoenix
10001,2025-04-02,C2000,P1017,Product 18,Electronics,6,199.56,1197.36,Phoenix
11324,2025-04-02,C2173,P1015,Product 16,Apparel,4,163.41,653.64,Phoenix
11324,2025-04-02,C2173,P1017,Product 18,Electronics,3,179.15,537.45,Phoenix
11324,2025-04-02,C2173,P1023,Product 24,Beauty,5,38.91,194.55,Phoenix
11324,2025-04-02,C2173,P1024,Product 25,Apparel,1,39.09,39.09,Phoenix
10184,2025-04-03,C2021,P1006,Product 7,Home,2,104.41,208.82,Phoenix
10184,2025-04-03,C2021,P1013,Product 14,Apparel,4,214.76,859.04,Phoenix
10184,2025-04-03,C2021,P1026,Product 27,Sports,4,74.79,299.16,Phoenix
10184,2025-04-03,C2021,P1015,Product 16,Apparel,1,159.32,159.32,Phoenix
11325,2025-04-03,C2173,P1026,Product 27,Sports,2,65.53,131.06,Phoenix
11325,2025-04-03,C2173,P1012,Product 13,Electronics,1,245.63,245.63,Phoenix
11325,2025-04-03,C2173,P1004,Product 5,Sports,3,155.77,467.31,Phoenix
11327,2025-04-03,C2173,P1011,Product 12,Apparel,1,16.77,16.77,Phoenix
10801,2025-04-04,C2091,P1029,Product 30,Home,3,228.85,686.55,San Antonio
11046,2025-04-04,C2120,P1019,Product 20,Home,3,134.68,404.04,Houston
11046,2025-04-04,C2120,P1009,Product 10,Beauty,1,141.21,141.21,Houston
10111,2025-04-05,C2016,P1029,Product 30,Home,2,256.54,513.08,LA
10111,2025-04-05,C2016,P1014,Product 15,Electronics,5,67.62,338.1,LA
10111,2025-04-05,C2016,P1020,Product 21,Beauty,4,197.92,791.68,LA
11166,2025-04-06,C2148,P1029,Product 30,Home,1,271.89,271.89,Philadelphia
11467,2025-04-07,C2188,P1006,Product 7,Home,1,122.8,122.8,LA
11467,2025-04-07,C2188,P1019,Product 20,Home,2,150.67,301.34,LA
10303,2025-04-09,C2031,P1018,Product 19,Home,4,71.83,287.32,Phoenix
10303,2025-04-09,C2031,P1027,Product 28,Sports,2,157.23,314.46,Phoenix
10980,2025-04-10,C2109,P1012,Product 13,Electronics,3,246.96,740.88,Austin
10980,2025-04-10,C2109,P1000,Product 1,Electronics,3,163.84,491.52,Austin
10980,2025-04-10,C2109,P1009,Product 10,Beauty,2,140.41,280.82,Austin
10980,2025-04-10,C2109,P1003,Product 4,Sports,2,64.75,129.5,Austin
11463,2025-04-10,C2188,P1000,Product 1,Electronics,3,161.79,485.37,LA
11463,2025-04-10,C2188,P1010,Product 11,Home,3,162.8,488.4,LA
11466,2025-04-10,C2188,P1025,Product 26,Beauty,2,24.83,49.66,LA
11466,2025-04-10,C2188,P1026,Product 27,Sports,1,73.74,73.74,LA
10617,2025-04-12,C2065,P1016,Product 17,Sports,5,218.88,1094.4,Chicago
11338,2025-04-12,C2173,P1012,Product 13,Electronics,2,238.85,477.7,Phoenix
11338,2025-04-12,C2173,P1011,Product 12,Apparel,2,19.03,38.06,Phoenix
10187,2025-04-13,C2021,P1021,Product 22,Sports,2,162.97,325.94,Phoenix
10187,2025-04-13,C2021,P1028,Product 29,Home,1,88.4,88.4,Phoenix
10187,2025-04-13,C2021,P1020,Product 21,Beauty,1,188.85,188.85,Phoenix
10379,2025-04-15,C2038,P1016,Product 17,Sports,2,228.42,456.84,San Antonio
11036,2025-04-15,C2119,P1018,Product 19,Home,1,87.35,87.35,Houston
11036,2025-04-15,C2119,P1020,Product 21,Beauty,3,222.31,666.93,Houston
11036,2025-04-15,C2119,P1013,Product 14,Apparel,5,224.46,1122.3,Houston
11036,2025-04-15,C2119,P1006,Product 7,Home,2,113.9,227.8,Houston
10113,2025-04-16,C2016,P1000,Product 1,Electronics,2,158.2,316.4,LA
10113,2025-04-16,C2016,P1017,Product 18,Electronics,3,192.62,577.86,LA
10000,2025-04-17,C2000,P1022,Product 23,Beauty,5,216.42,1082.1,Phoenix
10000,2025-04-17,C2000,P1007,Product 8,Electronics,3,87.46,262.38,Phoenix
10000,2025-04-17,C2000,P1009,Product 10,Beauty,3,131.65,394.95,Phoenix
10000,2025-04-17,C2000,P1021,Product 22,Sports,2,174.25,348.5,Phoenix
10690,2025-04-18,C2075,P1013,Product 14,Apparel,2,183.19,366.38,LA
10690,2025-04-18,C2075,P1024,Product 25,Apparel,2,33.61,67.22,LA
10690,2025-04-18,C2075,P1017,Product 18,Electronics,1,194.28,194.28,LA
10690,2025-04-18,C2075,P1003,Product 4,Sports,1,66.98,66.98,LA
10501,2025-04-19,C2052,P1021,Product 22,Sports,3,208.51,625.53,Phoenix
10501,2025-04-19,C2052,P1009,Product 10,Beauty,1,157.46,157.46,Phoenix
10501,2025-04-19,C2052,P1005,Product 6,Electronics,1,83.78,83.78,Phoenix
10501,2025-04-19,C2052,P1022,Product 23,Beauty,3,233.84,701.52,Phoenix
10016,2025-04-22,C2005,P1014,Product 15,Electronics,1,75.83,75.83,Philadelphia
11211,2025-04-22,C2153,P1019,Product 20,Home,1,160.82,160.82,San Antonio
11212,2025-04-22,C2153,P1014,Product 15,Electronics,3,82.66,247.98,San Antonio
11212,2025-04-22,C2153,P1012,Product 13,Electronics,2,196.63,393.26,San Antonio
11212,2025-04-22,C2153,P1023,Product 24,Beauty,3,44.49,133.47,San Antonio
10795,2025-04-23,C2090,P1005,Product 6,Electronics,3,65.75,197.25,Houston
10795,2025-04-23,C2090,P1003,Product 4,Sports,2,72.47,144.94,Houston
10795,2025-04-23,C2090,P1007,Product 8,Electronics,1,92.26,92.26,Houston
10795,2025-04-23,C2090,P1009,Product 10,Beauty,4,130.94,523.76,Houston
10827,2025-04-23,C2092,P1020,Product 21,Beauty,2,193.39,386.78,Phoenix
10827,2025-04-23,C2092,P1005,Product 6,Electronics,2,83.77,167.54,Phoenix
10827,2025-04-23,C2092,P1002,Product 3,Beauty,4,29.26,117.04,Phoenix
10568,2025-04-26,C2059,P1015,Product 16,Apparel,3,196.48,589.44,Chicago
10568,2025-04-26,C2059,P1023,Product 24,Beauty,1,45.52,45.52,Chicago
10568,2025-04-26,C2059,P1013,Product 14,Apparel,6,182.55,1095.3,Chicago
10568,2025-04-26,C2059,P1029,Product 30,Home,4,255.86,1023.44,Chicago
11464,2025-04-26,C2188,P1009,Product 10,Beauty,4,142.6,570.4,LA
11464,2025-04-26,C2188,P1027,Product 28,Sports,4,209.5,838.0,LA
11464,2025-04-26,C2188,P1016,Product 17,Sports,3,264.16,792.48,LA
10441,2025-04-27,C2048,P1025,Product 26,Beauty,1,26.27,26.27,San Antonio
10441,2025-04-27,C2048,P1001,Product 2,Electronics,1,45.52,45.52,San Antonio
10441,2025-04-27,C2048,P1024,Product 25,Apparel,2,31.33,62.66,San Antonio
10571,2025-04-27,C2059,P1005,Product 6,Electronics,2,75.69,151.38,Chicago
10646,2025-04-29,C2068,P1014,Product 15,Electronics,2,82.11,164.22,Houston
11303,2025-04-29,C2169,P1023,Product 24,Beauty,2,47.18,94.36,San Diego
11303,2025-04-29,C2169,P1022,Product 23,Beauty,3,191.98,575.94,San Diego
11303,2025-04-29,C2169,P1013,Product 14,Apparel,3,204.55,613.65,San Diego
10648,2025-05-01,C2069,P1025,Product 26,Beauty,2,26.74,53.48,Dallas
10648,2025-05-01,C2069,P1022,Product 23,Beauty,1,210.45,210.45,Dallas
10648,2025-05-01,C2069,P1007,Product 8,Electronics,4,81.65,326.6,Dallas
10116,2025-05-03,C2016,P1008,Product 9,Home,3,82.0,246.0,LA
10116,2025-05-03,C2016,P1006,Product 7,Home,1,117.5,117.5,LA
10116,2025-05-03,C2016,P1025,Product 26,Beauty,2,25.41,50.82,LA
10116,2025-05-03,C2016,P1003,Product 4,Sports,3,58.04,174.12,LA
10246,2025-05-06,C2025,P1000,Product 1,Electronics,3,153.51,460.53,San Antonio
10246,2025-05-06,C2025,P1010,Product 11,Home,1,182.83,182.83,San Antonio
10246,2025-05-06,C2025,P1026,Product 27,Sports,2,78.63,157.26,San Antonio
10181,2025-05-08,C2020,P1022,Product 23,Beauty,2,255.84,511.68,Philadelphia
10181,2025-05-08,C2020,P1009,Product 10,Beauty,1,122.71,122.71,Philadelphia
10181,2025-05-08,C2020,P1018,Product 19,Home,3,94.94,284.82,Philadelphia
10188,2025-05-08,C2021,P1016,Product 17,Sports,6,197.8,1186.8,Phoenix
10188,2025-05-08,C2021,P1021,Product 22,Sports,1,215.86,215.86,Phoenix
10189,2025-05-08,C2021,P1002,Product 3,Beauty,1,25.58,25.58,Phoenix
10189,2025-05-08,C2021,P1007,Product 8,Electronics,4,79.72,318.88,Phoenix
10189,2025-05-08,C2021,P1012,Product 13,Electronics,2,224.12,448.24,Phoenix
10189,2025-05-08,C2021,P1023,Product 24,Beauty,1,41.86,41.86,Phoenix
10949,2025-05-08,C2107,P1016,Product 17,Sports,4,261.07,1044.28,Dallas
10949,2025-05-08,C2107,P1027,Product 28,Sports,3,162.02,486.06,Dallas
11290,2025-05-08,C2165,P1023,Product 24,Beauty,2,45.23,90.46,NYC
11290,2025-05-08,C2165,P1012,Product 13,Electronics,2,218.54,437.08,NYC
11290,2025-05-08,C2165,P1001,Product 2,Electronics,1,46.54,46.54,NYC
11290,2025-05-08,C2165,P1018,Product 19,Home,1,95.12,95.12,NYC
10100,2025-05-09,C2012,P1029,Product 30,Home,2,216.6,433.2,Dallas
10100,2025-05-09,C2012,P1018,Product 19,Home,6,83.5,501.0,Dallas
10100,2025-05-09,C2012,P1023,Product 24,Beauty,7,35.55,248.85,Dallas
10623,2025-05-09,C2066,P1020,Product 21,Beauty,3,237.53,712.59,Dallas
10623,2025-05-09,C2066,P1013,Product 14,Apparel,1,187.46,187.46,Dallas
10623,2025-05-09,C2066,P1014,Product 15,Electronics,5,64.54,322.7,Dallas
10623,2025-05-09,C2066,P1022,Product 23,Beauty,5,199.46,997.3,Dallas
10723,2025-05-09,C2081,P1027,Product 28,Sports,2,192.15,384.3,Dallas
10723,2025-05-09,C2081,P1001,Product 2,Electronics,4,40.52,162.08,Dallas
10723,2025-05-09,C2081,P1025,Product 26,Beauty,1,22.31,22.31,Dallas
10577,2025-05-10,C2061,P1023,Product 24,Beauty,5,37.5,187.5,San Diego
10577,2025-05-10,C2061,P1021,Product 22,Sports,1,176.44,176.44,San Diego
10577,2025-05-10,C2061,P1006,Product 7,Home,4,108.65,434.6,San Diego
11434,2025-05-12,C2183,P1017,Product 18,Electronics,1,204.79,204.79,San Diego
11434,2025-05-12,C2183,P1014,Product 15,Electronics,1,77.67,77.67,San Diego
11434,2025-05-12,C2183,P1029,Product 30,Home,2,208.21,416.42,San Diego
10576,2025-05-14,C2061,P1006,Product 7,Home,3,103.26,309.78,San Diego
10576,2025-05-14,C2061,P1027,Product 28,Sports,1,178.65,178.65,San Diego
10927,2025-05-15,C2103,P1019,Product 20,Home,1,166.97,166.97,Philadelphia
10927,2025-05-15,C2103,P1020,Product 21,Beauty,3,220.67,662.01,Philadelphia
10927,2025-05-15,C2103,P1028,Product 29,Home,1,78.84,78.84,Philadelphia
11115,2025-05-16,C2138,P1017,Product 18,Electronics,1,218.44,218.44,Phoenix
11115,2025-05-16,C2138,P1011,Product 12,Apparel,3,19.74,59.22,Phoenix
11115,2025-05-16,C2138,P1012,Product 13,Electronics,2,247.2,494.4,Phoenix
10204,2025-05-17,C2021,P1029,Product 30,Home,1,242.61,242.61,Phoenix
10204,2025-05-17,C2021,P1027,Product 28,Sports,3,167.33,501.99,Phoenix
10583,2025-05-17,C2061,P1001,Product 2,Electronics,3,37.55,112.65,San Diego
10583,2025-05-17,C2061,P1015,Product 16,Apparel,1,211.85,211.85,San Diego
10998,2025-05-17,C2114,P1009,Product 10,Beauty,2,140.27,280.54,Dallas
10213,2025-05-18,C2022,P1012,Product 13,Electronics,4,218.6,874.4,Dallas
10403,2025-05-18,C2042,P1009,Product 10,Beauty,1,149.72,149.72,NYC
10445,2025-05-20,C2048,P1003,Product 4,Sports,4,64.57,258.28,San Antonio
10445,2025-05-20,C2048,P1000,Product 1,Electronics,2,165.15,330.3,San Antonio
10445,2025-05-20,C2048,P1019,Product 20,Home,2,148.49,296.98,San Antonio
10686,2025-05-20,C2073,P1015,Product 16,Apparel,1,163.97,163.97,Chicago
10686,2025-05-20,C2073,P1023,Product 24,Beauty,3,45.44,136.32,Chicago
10686,2025-05-20,C2073,P1002,Product 3,Beauty,2,29.94,59.88,Chicago
10686,2025-05-20,C2073,P1012,Product 13,Electronics,6,195.83,1174.98,Chicago
11134,2025-05-21,C2140,P1025,Product 26,Beauty,6,20.56,123.36,Philadelphia
